TaxonID	3847	
Satt591	Seed agglutinin 1-5	Seed agglutinin
Satt591	Seed yield 28-1	Seed yield
Satt592	Leaflet shape 6-20	Leaflet shape
Satt592	Leaflet shape 7-15	Leaflet shape
Satt592	Leaflet width 7-11	Leaflet width
Satt592	Plant height 18-2	Plant height
Satt592	Plant height 19-2	Plant height
Satt592	Pod maturity 14-2	Pod maturity
Satt592	Pod maturity 15-2	Pod maturity
Satt592	Reproductive stage length 8-2	Reproductive stage length
Satt592	Reproductive stage length 9-2	Reproductive stage length
Satt592	SCN 37-1	SCN
Satt592	Seed Cys 4-1	Seed Cys
Satt592	Seed glycitein 13-3	Seed glycitein
Satt592	Seed glycitein 3-3	Seed glycitein
Satt592	Seed isoflavone 11-7	Seed isoflavone
Satt592	Seed length 4-3	Seed length
Satt592	Seed length 4-4	Seed length
Satt592	Seed length to thickness ratio 1-1	Seed length to thickness ratio
Satt592	Seed length to thickness ratio 1-2	Seed length to thickness ratio
Satt592	Seed length to width ratio 1-6	Seed length to width ratio
Satt592	Seed length to width ratio 1-7	Seed length to width ratio
Satt592	Seed Met 4-3	Seed Met
Satt592	Seed Met plus Cys 2-1	Seed Met plus Cys
Satt592	Seed tocopherol, total 1-5	Seed tocopherol, total
Satt592	Seed tocopherol, total 2-4	Seed tocopherol, total
Satt592	Seed width 4-6	Seed width
Satt593	Branching 4-1	Branching
Satt593	Lodging 22-2	Lodging
Satt593	Lodging 22-2	Lodging
Satt593	Seed Ala 1-1	Seed Ala
Satt593	Seed Gly 1-1	Seed Gly
Satt593	Seed Thr 1-1	Seed Thr
Satt594	Internode length 1-5	Internode length
Satt594	Internode length 1-5	Internode length
Satt594	Internode length 1-9	Internode length
Satt594	Internode length 1-9	Internode length
Satt594	Internode length 2-9	Internode length
Satt594	Leaflet area 2-2	Leaflet area
Satt594	Pod maturity 34-5	Pod maturity
Satt594	Reproductive period 1-3	Reproductive period
Satt594	Seed hardness 2-10	Seed hardness
Satt594	Seed oil 42-33	Seed oil
Satt594	Seed weight 27-1	Seed weight
Satt594	Seed weight per plant 6-6	Seed weight per plant
Satt594	Seed weight per plant 6-7	Seed weight per plant
Satt594	Somatic emb per explant 2-1	Somatic emb per explant
Satt595	Photoperiod insensitivity 5-3	Photoperiod insensitivity
Satt595	Plant height 37-8	Plant height
Satt595	Plant height 37-9	Plant height
Satt596	Leaflet length 8-2	Leaflet length
Satt596	Leaflet length 9-3	Leaflet length
Satt596	Phytoph 7-1	Phytoph
Satt596	Pod number 1-7	Pod number
Satt596	Seed oil 43-20	Seed oil
Satt596	Seed weight 36-14	Seed weight
Satt597	Pod maturity 18-1	Pod maturity
satt597	Root length, primary 3-1	Root length, primary
Satt597	Seed hardness 2-4	Seed hardness
Satt598	Flower number 1-7	Flower number
Satt598	Phytoph 5-2	Phytoph
Satt598	SCN 22-3	SCN
Satt598	Seed oil 42-29	Seed oil
Satt598	Seed tocopherol, gamma 3-3	Seed tocopherol, gamma
Satt598	Seed tocopherol, total 3-2	Seed tocopherol, total
Satt599	Branching 4-1	Branching
Satt599	mqSeed Oil-003	Seed Oil
Satt599	Seed oil 30-1	Seed oil
Satt599	Seed tocopherol, alpha 3-5	Seed tocopherol, alpha
Satt600	Phytoph 2-2	Phytoph
Satt600	Phytoph 4-2	Phytoph
Satt600	Phytoph 6-2	Phytoph
Satt600	Plant height 33-3	Plant height
Satt600	Plant height 34-3	Plant height
Satt600	Pod maturity 28-1	Pod maturity
Satt600	Seed oil 43-11	Seed oil
Satt600	Seed viability 1-2	Seed viability
Satt600	Seed yield 28-10	Seed yield
Satt604	Whitefly resistance 1-2	Whitefly resistance
Satt607	Bean pyralid 1-3	Bean pyralid
Satt610	Root width, primary 1-1	Root width, primary
Satt610	SCN 42-4	SCN
Satt610	Seed palmitic 10-1	Seed palmitic
Satt611	Seed length 5-2	Seed length
Satt611	Seed yield 22-3	Seed yield
Satt612	SCN 37-2	SCN
Satt612	Seed glycitein 7-4	Seed glycitein
Satt613	mqSeed Oil-022	Seed Oil
Satt613	Seed oil 24-32	Seed oil
Satt614	Bean pyralid 1-8	Bean pyralid
Satt614	Sclero 7-3	Sclero
Satt614	Seed oil 39-10	Seed oil
Satt614	Seed oil 42-19	Seed oil
Satt614	Seed protein 47-8	Seed protein
Satt615	Seed length to width ratio 1-10	Seed length to width ratio
Satt615	Seed protein 36-16	Seed protein
Satt615	Seed weight 34-17	Seed weight
Satt617	SDS 16-1	SDS
Satt619	Seed oleic 6-5	Seed oleic
Satt619	Whitefly resistance 1-4	Whitefly resistance
Satt621	Seed oil 43-19	Seed oil
Satt622	Pod number 1-7	Pod number
Satt622	Seed yield 23-14	Seed yield
Satt623	Seed conglycinin, beta 2-7	Seed conglycinin, beta
Satt623	Seed daidzein 11-5	Seed daidzein
Satt623	Seed daidzein 13-8	Seed daidzein
Satt623	Seed weight 50-16	Seed weight
Satt629	Seed glycitein 13-9	Seed glycitein
Satt629	Seed oil 44-2	Seed oil
Satt629	Seed total isoflavone 9-4	Seed total isoflavone
Satt631	Seed width to thickness ratio 1-1	Seed width to thickness ratio
Satt632	cqSeed protein-013	Seed protein
Satt632	cqSeed protein-016	Seed protein
Satt632	Japanese beetle resistance 1-1	Japanese beetle resistance
Satt632	Japanese beetle resistance 1-6	Japanese beetle resistance
Satt632	Phytoph 11-2	Phytoph
Satt632	SCN 33-2	SCN
Satt632	SCN 33-2	SCN
Satt632	Seed coat color 3-1	Seed coat color
Satt633	Leaflet chlorophyll 1-8	Leaflet chlorophyll
Satt633	Seed daidzein 13-4	Seed daidzein
Satt633	Seed glycitein 13-3	Seed glycitein
Satt633	Seed isoflavone 11-7	Seed isoflavone
Satt633	Seed linolenic 6-6	Seed linolenic
Satt634	Pod maturity 19-1	Pod maturity
Satt634	Pubescence density 2-12	Pubescence density
Satt634	Pubescence density 2-17	Pubescence density
Satt634	Seed isoflavone 11-1	Seed isoflavone
Satt634	Seed linolenic 7-3	Seed linolenic
Satt635	Seed weight 16-3	Seed weight
Satt636	Plant height 37-4	Plant height
Satt640	Flower form 1-1	Flower form
Satt640	Flower form 1-1	Flower form
Satt640	Plant height 37-2	Plant height
Satt640	Seed glycinin plus beta-conglycinin 1-5	Seed glycinin plus beta-conglycinin
Satt640	Seed length 4-1	Seed length
Satt640	Seed length to width ratio 1-5	Seed length to width ratio
Satt640	Seed thickness 1-4	Seed thickness
Satt640	Seed weight per plant 6-1	Seed weight per plant
Satt640	Seed width 4-4	Seed width
Satt640	Seed width to thickness ratio 1-3	Seed width to thickness ratio
Satt640	Seed yield 23-12	Seed yield
Satt641	Seed oil 39-14	Seed oil
satt642	Root length, primary 3-5	Root length, primary
Satt643	Seed tocopherol, gamma 2-3	Seed tocopherol, gamma
Satt643	Seed tocopherol, total 2-2	Seed tocopherol, total
Satt643	Stem strength, main 1-5	Stem strength, main
Satt644	Plant height 33-3	Plant height
Satt644	Plant height 34-3	Plant height
Satt646	Canopy wilt 2-2	Canopy wilt
Satt646	Seed glycinin 2-3	Seed glycinin
Satt646	Seed glycinin plus beta-conglycinin 1-3	Seed glycinin plus beta-conglycinin
Satt646	Seed tocopherol, gamma 3-1	Seed tocopherol, gamma
Satt646	Seed tocopherol, total 3-1	Seed tocopherol, total
Satt646	Seed weight 50-9	Seed weight
Satt648	Drought index 1-8	Drought index
Satt648	Seed daidzein 10-5	Seed daidzein
Satt648	Seed genistein 10-4	Seed genistein
Satt649	Leaflet chlorophyll 1-7	Leaflet chlorophyll
Satt649	Rag 3-2	Rag
Satt649	Rag 4-2	Rag
Satt649	Seed length to thickness ratio 1-3	Seed length to thickness ratio
Satt649	Seed length to width ratio 1-8	Seed length to width ratio
Satt649	Seed width to thickness ratio 1-4	Seed width to thickness ratio
Satt650	Drought index 1-4	Drought index
Satt650	SDS 15-5	SDS
Satt650	SDS 15-9	SDS
Satt650	Seed glycinin to beta-conglycinin ratio 1-7	Seed glycinin to beta-conglycinin ratio
Satt650	Seed stearic 8-4	Seed stearic
Satt651	Phytoph 5-2	Phytoph
Satt651	Plant weight, dry 1-6	Plant weight, dry
Satt651	Seed coat hardness 2-3	Seed coat hardness
Satt651	Seed oleic 6-6	Seed oleic
Satt651	Seed palmitic 6-3	Seed palmitic
Satt651	Shoot weight, dry 4-5	Shoot weight, dry
Satt652	Plant height 22-1	Plant height
Satt652	Seed length to width ratio 1-15	Seed length to width ratio
Satt652	Seed length to width ratio 1-16	Seed length to width ratio
Satt652	Seed oil 43-27	Seed oil
Satt653	Seed protein 41-11	Seed protein
Satt653	Seed weight 50-10	Seed weight
Satt654	Whitefly resistance 1-6	Whitefly resistance
Satt655	Chlorophyll flourescence TRo/ABS 1-3	Chlorophyll flourescence TRo/ABS
Satt655	Seed oil 42-8	Seed oil
Satt655	Vegetative period 1-2	Vegetative period
Satt656	Seed hardness 2-5	Seed hardness
Satt656	Seed isoflavone 11-9	Seed isoflavone
Satt658	First flower 26-13	First flower
Satt658	Flood tolerance 4-10	Flood tolerance
Satt658	Flood tolerance 4-10	Flood tolerance
Satt658	Flood tolerance 4-14	Flood tolerance
Satt658	Flood tolerance 4-14	Flood tolerance
Satt658	Sclero 7-2	Sclero
Satt658	Seed glycitein 13-8	Seed glycitein
Satt658	Seed yield 22-11	Seed yield
Satt659	Leaflet chlorophyll 1-10	Leaflet chlorophyll
Satt659	Seed stearic 8-3	Seed stearic
Satt662	Seed oil 43-13	Seed oil
Satt663	Plant P 3-1	Plant P
Satt663	Root area 2-1	Root area
Satt663	Root length 1-2	Root length
Satt663	Seed weight 50-14	Seed weight
Satt663	Seed weight 50-7	Seed weight
Satt664	Pod number 8-1	Pod number
Satt664	Seed coat hardness 2-5	Seed coat hardness
Satt664	Seed number 5-1	Seed number
Satt664	Seed weight 42-4	Seed weight
Satt664	Seed weight per plant 4-1	Seed weight per plant
Satt664	Stem length, main 2-3	Stem length, main
Satt664	Stem weight, dry 1-1	Stem weight, dry
Satt665	mqPlant height-003	Plant height
Satt665	mqPlant height-004	Plant height
Satt665	Reproductive period 1-2	Reproductive period
Satt665	SCN 39-2	SCN
Satt669	Branching 3-4	Branching
Satt669	Drought index 1-10	Drought index
Satt669	Seed conglycinin, beta 2-4	Seed conglycinin, beta
Satt669	Seed daidzein 8-6	Seed daidzein
Satt669	Seed genistein 8-3	Seed genistein
Satt669	Seed glycinin plus beta-conglycinin 1-10	Seed glycinin plus beta-conglycinin
Satt669	Seed isoflavone 7-4	Seed isoflavone
Satt669	Seed linoleic 6-6	Seed linoleic
Satt669	Seed oil 43-12	Seed oil
Satt669	Seed protein 36-17	Seed protein
Satt670	Seed daidzein 13-11	Seed daidzein
Satt670	Seed isoflavone 11-2	Seed isoflavone
Satt672	mqCanopy wilt-015	Canopy wilt
Satt672	Seed length to width ratio 1-12	Seed length to width ratio
Satt675	Pod maturity 19-3	Pod maturity
Satt675	Seed linoleic 10-1	Seed linoleic
Satt675	Seed linoleic 5-2	Seed linoleic
Satt675	Seed oleic 9-1	Seed oleic
Satt676	P use efficiency 1-4	P use efficiency
Satt676	Plant P 3-6	Plant P
Satt676	Plant weight, dry 1-1	Plant weight, dry
Satt677	Seed calcium 1-3	Seed calcium
Satt677	Seed calcium 1-4	Seed calcium
Satt677	Seed hardness 2-2	Seed hardness
Satt680	Seed linolenic 14-3	Seed linolenic
Satt680	Seed oil 42-9	Seed oil
Satt680	Seed stearic 8-6	Seed stearic
Satt681	Canopy wilt 3-6	Canopy wilt
Satt681	Seed glycinin 2-4	Seed glycinin
Satt683	Seed oil 43-32	Seed oil
Satt683	Seed protein 36-36	Seed protein
Satt683	Seed weight 32-3	Seed weight
Satt683	Seed width to thickness ratio 1-1	Seed width to thickness ratio
Satt683	Seed width to thickness ratio 1-2	Seed width to thickness ratio
Satt684	Canopy wilt 2-3	Canopy wilt
Satt684	mqCanopy wilt-007	Canopy wilt
Satt684	Seed linolenic 7-5	Seed linolenic
Satt684	Seed oil 42-1	Seed oil
Satt684	Seed palmitic 2-1	Seed palmitic
Satt685	Seed oil 29-2	Seed oil
Satt685	Seed yield 31-4	Seed yield
satt686	Seed height to width ratio 1-1	Seed height to width ratio
Satt687	Seed genistein 7-2	Seed genistein
Satt687	Seed linolenic 7-4	Seed linolenic
Satt688	Leaflet chlorophyll 1-2	Leaflet chlorophyll
Satt688	Phytoph 8-3	Phytoph
Satt688	Phytoph 8-3	Phytoph
Satt688	SCN 29-1	SCN
Satt688	SCN 29-4	SCN
Satt688	SCN 29-8	SCN
Satt688	SCN 33-1	SCN
Satt688	SCN 33-1	SCN
Satt688	Seed length 4-7	Seed length
Satt688	Seed length to width ratio 1-14	Seed length to width ratio
Satt688	Seed thickness 1-7	Seed thickness
Satt688	Seed width 4-8	Seed width
Satt688:G:12.54	SCN 45-1	SCN
Satt690	Branching 4-3	Branching
Satt690	mqSeed Oil-006	Seed Oil
Satt690	SCN 36-8	SCN
Satt690	Seed oil 24-18	Seed oil
Satt690	Seed weight per plant 6-2	Seed weight per plant
Satt691	Pod maturity 34-4	Pod maturity
Satt691	Seed genistein 7-4	Seed genistein
Satt691	Seed glycitein 7-2	Seed glycitein
Satt691	Seed isoflavone 6-3	Seed isoflavone
Satt693	Fusarium lesion length 1-4	Fusarium lesion length
Satt693	Seed glycitein 9-5	Seed glycitein
Satt697	Seed daidzein 7-5	Seed daidzein
Satt697	Seed genistein 7-6	Seed genistein
Satt697	Seed genistein 9-3	Seed genistein
Satt697	Seed isoflavone 6-6	Seed isoflavone
Satt698	Al tolerance 3-2	Al tolerance
Satt699	Seed oil 43-15	Seed oil
Satt699	Seed weight 33-2	Seed weight
Satt699	Seed width 3-2	Seed width
Satt700	Sclero 7-3	Sclero
Satt701	Seed linolenic 11-5	Seed linolenic
Satt701	Seed stearic 7-1	Seed stearic
Satt703	P use efficiency 1-2	P use efficiency
Satt703	Plant P 3-5	Plant P
Satt703	Plant P 3-7	Plant P
Satt703	Plant weight, dry 1-5	Plant weight, dry
Satt703	Root weight, dry 3-4	Root weight, dry
Satt703	Shoot weight, dry 4-2	Shoot weight, dry
Satt706	Seed oil 43-15	Seed oil
Satt707	Chlorophyll flourescence REo/Eto 1-1	Chlorophyll flourescence REo/Eto
Satt708	Sclero 7-1	Sclero
Satt710	Flower number 1-4	Flower number
Satt710	Seed glycitein 13-2	Seed glycitein
Satt710	Seed protein 47-2	Seed protein
Satt713	Nodule size 1-1	Nodule size
Satt713	Root morphology 1-3	Root morphology
Satt716	Seed genistein 13-11	Seed genistein
Satt717	Canopy wilt 3-5	Canopy wilt
Satt720	Sclero 9-3	Sclero
Satt723	Seed protein 41-8	Seed protein
Satt725	Seed daidzein 11-6	Seed daidzein
Satt725	Seed daidzein 13-3	Seed daidzein
Satt726	Seed linoleic 8-4	Seed linoleic
Satt726	Seed linolenic 11-1	Seed linolenic
Satt726	Somatic emb per explant 3-2	Somatic emb per explant
Satt727	Seed palmitic 8-4	Seed palmitic
Scaa001	Seed glucose 1-1	Seed glucose
Sct_001	Leaflet length 8-3	Leaflet length
Sct_001	Leaflet length 9-4	Leaflet length
Sct_001	Leaflet width 8-5	Leaflet width
Sct_001	Leaflet width 9-3	Leaflet width
sct_001	Seed height to width ratio 1-2	Seed height to width ratio
Sct_001	Seed set 1-10	Seed set
Sct_001	Seed weight 30-6	Seed weight
Sct_010	First flower 15-2	First flower
Sct_010	First flower 15-2	First flower
Sct_010	Leaflet length 6-4	Leaflet length
Sct_010	Leaflet length 7-11	Leaflet length
Sct_010	Leaflet shape 6-15	Leaflet shape
Sct_010	Leaflet shape 7-10	Leaflet shape
Sct_010	Pod dehiscence 3-5	Pod dehiscence
Sct_010	Pod maturity 15-4	Pod maturity
Sct_010	Seed coat cracking 3-7	Seed coat cracking
Sct_010	Seed linoleic 7-5	Seed linoleic
Sct_010	Seed oleic 7-5	Seed oleic
Sct_010	Seed sucrose 2-10	Seed sucrose
Sct_010	Seed weight 35-7	Seed weight
Sct_010	Total growth duration 1-3	Total growth duration
Sct_026	Root diameter change 1-1	Root diameter change
Sct_026	Seed glycitein 4-3	Seed glycitein
Sct_028	Seed protein 13-2	Seed protein
Sct_033	Flooding yield index 1-4	Flooding yield index
Sct_033	Phytoph 11-21	Phytoph
Sct_033	Phytoph 12-1	Phytoph
Sct_033	Phytoph 9-3	Phytoph
Sct_033	Reproductive stage length 7-2	Reproductive stage length
Sct_033	SDS 16-8	SDS
Sct_033	Seed height 1-9	Seed height
Sct_033	Seed height 1-9	Seed height
Sct_033	Seed protein 36-18	Seed protein
Sct_033	Seed protein 36-23	Seed protein
Sct_033	Seed protein 36-24	Seed protein
Sct_033	Seed set 1-3	Seed set
Sct_034	Somatic emb per explant 3-1	Somatic emb per explant
Sct_064	Canopy wilt 2-5	Canopy wilt
Sct_065	Seed oil 43-20	Seed oil
Sct_065	Seed oligosaccharide 2-6	Seed oligosaccharide
Sct_065	Seed oligosaccharide 2-6	Seed oligosaccharide
Sct_065	Seed sucrose 3-6	Seed sucrose
Sct_065	Seed sucrose 3-6	Seed sucrose
Sct_065	Whitefly resistance 1-6	Whitefly resistance
Sct_067	SDS 13-13	SDS
Sct_067	SDS 15-2	SDS
Sct_067	SDS 16-3	SDS
Sct_067	Seed isoflavone 11-5	Seed isoflavone
Sct_067	Seed oil 24-1	Seed oil
Sct_067	Seed total isoflavone 9-1	Seed total isoflavone
Sct_067	Seed weight 49-1	Seed weight
Sct_147	Seed glycitein 11-5	Seed glycitein
Sct_186	Lodging 25-4	Lodging
Sct_186	Lodging 26-4	Lodging
Sct_186	Pod maturity 27-1	Pod maturity
Sct_186	Pod maturity 29-1	Pod maturity
Sct_187	Phytoph 13-5	Phytoph
Sct_188	Seed weight 49-12	Seed weight
Sct_188	Stem length, main 2-2	Stem length, main
Sct_189	Plant height 26-15	Plant height
Sct_189	Plant height 26-15	Plant height
Sct_189	SCN 39-12	SCN
Sct_189	SDS 15-5	SDS
Sct_189	Seed genistein 6-2	Seed genistein
Sct_189	Seed tocopherol, alpha 2-4	Seed tocopherol, alpha
Sct_189	Seed weight 50-16	Seed weight
Sct_191	Pod maturity 32-1	Pod maturity
Sct_191	Pod maturity 33-1	Pod maturity
Sct_191	Root morphology 1-3	Root morphology
Sct_192	Canopy wilt 2-6	Canopy wilt
Sct_199	mqSeed Oil-017	Seed Oil
Sct_199	Plant height 37-7	Plant height
Sct_199	Pod maturity 34-7	Pod maturity
Sct_199	SCN 37-2	SCN
Sct_199	Seed oil 24-27	Seed oil
Sct_199	Seed stearic 6-4	Seed stearic
Sct147	Pubescence length 1-1	Pubescence length
Sctt008	Carbon isotope discrimination 1-3	Carbon isotope discrimination
Sctt009	SCN 39-4	SCN
Sctt009	Seed daidzein 7-4	Seed daidzein
Sctt009	Seed genistein 6-1	Seed genistein
Sctt009	Seed isoflavone 6-4	Seed isoflavone
Sctt009	Seed weight 13-7	Seed weight
SOYGPATR	Seed height 1-12	Seed height
SOYGPATR	Seed height 1-12	Seed height
SOYGPATR	Seed length 1-13	Seed length
SOYGPATR	Seed length 1-13	Seed length
SOYGPATR	Seed oil 8-2	Seed oil
SOYGPATR	Seed oil 9-1	Seed oil
SOYGPATR	Seed protein 9-2	Seed protein
SOYGPATR	Seed volume 1-9	Seed volume
SOYGPATR	Seed volume 1-9	Seed volume
SOYHSP176	Canopy width 1-2	Canopy width
SOYHSP176	Plant height 11-3	Plant height
SOYHSP176	Plant height 7-2	Plant height
SOYHSP176	Seed abortion 1-3	Seed abortion
ss107912529	SCN 46-2	SCN
ss107913369	SCN 46-7	SCN
ss107913532	SCN 46-3	SCN
ss107915281	SCN 46-7	SCN
ss107918678	SCN 46-1	SCN
ss107919498	SCN 46-5	SCN
ss107919814	SCN 46-4	SCN
ss107920383	SCN 46-6	SCN
ss107920816	SCN 46-2	SCN
ss107921684	SCN 46-4	SCN
ss107922154	SCN 46-6	SCN
ss107925701	SCN 46-1	SCN
ss107927037	SCN 46-8	SCN
ss107930668	SCN 46-5	SCN
ss107930810	SCN 46-8	SCN
ss107930960	SCN 46-3	SCN
ss244554797	SDS 14-1	SDS
ss244562583	SDS 14-1	SDS
ss244929361	Seed oil 45-1	Seed oil
ss244932961	Seed oil 45-1	Seed oil
ss244942610	Seed linoleic 9-1	Seed linoleic
ss244942610	Seed palmitic 9-1	Seed palmitic
ss244947608	Seed oil 45-11	Seed oil
ss244947608	Seed oleic 10-3	Seed oleic
ss244980861	Seed oil 45-2	Seed oil
ss245025977	SDS 14-2	SDS
ss245025977	SDS 14-3	SDS
ss245026227	SDS 14-3	SDS
ss245026358	SDS 14-2	SDS
ss245114421	Seed oil 45-2	Seed oil
ss245668753	Seed sucrose 4-1	Seed sucrose
ss245747167	SDS 14-4	SDS
ss245763185	Seed oil 45-3	Seed oil
ss245763524	Seed oil 45-3	Seed oil
ss245786667	SDS 14-4	SDS
ss246087580	SDS 14-6	SDS
ss246091245	SDS 14-5	SDS
ss246092064	SDS 14-5	SDS
ss246092064	SDS 14-6	SDS
ss246796276	Seed sucrose 4-2	Seed sucrose
ss246860974	Seed oil 45-4	Seed oil
ss246865400	SDS 14-7	SDS
ss246870684	SDS 14-7	SDS
ss246875694	Seed oil 45-4	Seed oil
ss247085505	SDS 14-8	SDS
ss247098566	SDS 14-8	SDS
ss247937603	Seed oil 45-5	Seed oil
ss247937719	SDS 14-9	SDS
ss247940172	Seed oil 45-5	Seed oil
ss247942156	SDS 14-9	SDS
ss247942156	Seed oleic 10-1	Seed oleic
ss247950750	Seed linolenic 13-1	Seed linolenic
ss247950750	Seed stearic 9-1	Seed stearic
ss247957446	Seed linoleic 9-3	Seed linoleic
ss247965852	Seed linolenic 13-1	Seed linolenic
ss247970215	Seed linolenic 13-2	Seed linolenic
ss248275088	SDS 14-10	SDS
ss248275088	Seed oil 45-6	Seed oil
ss248275088	Seed protein 45-1	Seed protein
ss248278947	Seed oil 45-7	Seed oil
ss248293401	SDS 14-10	SDS
ss248293401	Seed oil 45-6	Seed oil
ss248293401	Seed protein 45-1	Seed protein
ss248308274	Seed linolenic 13-3	Seed linolenic
ss248308822	Seed linolenic 13-2	Seed linolenic
ss248308943	Seed oil 45-8	Seed oil
ss248309108	Seed oil 45-8	Seed oil
ss248330608	Seed oil 45-7	Seed oil
ss248604753	SDS 14-11	SDS
ss248604753	Seed linolenic 13-4	Seed linolenic
ss248616287	SDS 14-11	SDS
ss248616287	Seed linolenic 13-3	Seed linolenic
ss248977568	SDS 14-12	SDS
ss248977568	Seed linoleic 9-2	Seed linoleic
ss248977568	Seed stearic 9-1	Seed stearic
ss248979552	Seed linoleic 9-1	Seed linoleic
ss248979552	Seed palmitic 9-2	Seed palmitic
ss248980834	Seed linolenic 13-5	Seed linolenic
ss248981433	Seed linoleic 9-3	Seed linoleic
ss248981433	Seed oil 45-9	Seed oil
ss248981433	Seed oleic 10-2	Seed oleic
ss248981847	Seed linolenic 13-4	Seed linolenic
ss248982430	Seed oil 45-10	Seed oil
ss248982430	Seed oil 45-11	Seed oil
ss248982430	Seed oil 45-9	Seed oil
ss248983974	SDS 14-12	SDS
ss248993887	Seed linoleic 9-2	Seed linoleic
ss248993887	Seed oleic 10-1	Seed oleic
ss249010538	Seed linolenic 13-6	Seed linolenic
ss249037210	Seed oil 45-10	Seed oil
ss249037210	Seed oleic 10-3	Seed oleic
ss249039670	Seed linolenic 13-5	Seed linolenic
ss249039670	Seed oleic 10-2	Seed oleic
ss249186914	Seed sucrose 4-3	Seed sucrose
ss249621644	Seed palmitic 9-2	Seed palmitic
ss249629157	Seed palmitic 9-1	Seed palmitic
ss250232030	SDS 14-13	SDS
ss250233870	SDS 14-13	SDS
SSR0203_1	SDS 13-10	SDS
SSR0233_1	SDS 13-15	SDS
SSR06-657	Seed linolenic 12-6	Seed linolenic
