#ID	pathway	protein
6889138	Strigolactone signaling	GLYMA.06G13020
6889138	Strigolactone signaling	GLYMA.17G17890
6889138	Strigolactone signaling	GLYMA.05G22010
6889138	Strigolactone signaling	GLYMA.20G05275
6889138	Strigolactone signaling	GLYMA.0092S00240
6889138	Strigolactone signaling	GLYMA.12G15360
6889138	Strigolactone signaling	GLYMA.04G41750
6889138	Strigolactone signaling	GLYMA.03G39290
6889138	Strigolactone signaling	GLYMA.11G31410
6889138	Strigolactone signaling	GLYMA.18G44850
6889138	Strigolactone signaling	GLYMA.05G21930
6889138	Strigolactone signaling	GLYMA.10G29090
6889138	Strigolactone signaling	GLYMA.18G05770
6889138	Strigolactone signaling	GLYMA.15G00880
6889138	Strigolactone signaling	GLYMA.14G29120
6889138	Strigolactone signaling	GLYMA.03G41630
6889138	Strigolactone signaling	GLYMA.13G44420
6889138	Strigolactone signaling	GLYMA.17G17910
6889138	Strigolactone signaling	GLYMA.20G38230
6889138	Strigolactone signaling	GLYMA.07G03180
6889138	Strigolactone signaling	GLYMA.01G39850
6889000	abscisic acid biosynthesis	GLYMA.08G18801
6889000	abscisic acid biosynthesis	GLYMA.13G27220
6889000	abscisic acid biosynthesis	GLYMA.11G21160
6889000	abscisic acid biosynthesis	GLYMA.08G10190
6889000	abscisic acid biosynthesis	GLYMA.12G36530
6889000	abscisic acid biosynthesis	GLYMA.15G40070
6889000	abscisic acid biosynthesis	GLYMA.11G21180
6889000	abscisic acid biosynthesis	GLYMA.0273S00200
6889000	abscisic acid biosynthesis	GLYMA.05G27250
6889080	S-methylmethionine cycle	GLYMA.08G30150
6889080	S-methylmethionine cycle	GLYMA.19G34120
6889080	S-methylmethionine cycle	GLYMA.03G31281
6889080	S-methylmethionine cycle	GLYMA.20G28720
6889080	S-methylmethionine cycle	GLYMA.16G00210
6889080	S-methylmethionine cycle	GLYMA.12G28490
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.13G03790
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.12G05840
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.20G11600
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.03G42500
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.11G13880
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.07G31660
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.13G31280
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.19G45280
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.20G11610
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.16G01070
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.20G11680
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.02G26160
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.07G04480
6889081	divinyl ether biosynthesis II (13-LOX)	GLYMA.11G13870
6889028	canavanine biosynthesis	GLYMA.05G34900
6889028	canavanine biosynthesis	GLYMA.06G10130
6889028	canavanine biosynthesis	GLYMA.05G03190
6889028	canavanine biosynthesis	GLYMA.05G03210
6889028	canavanine biosynthesis	GLYMA.14G02430
6889028	canavanine biosynthesis	GLYMA.08G04815
6889028	canavanine biosynthesis	GLYMA.04G03276
6889028	canavanine biosynthesis	GLYMA.02G46290
6889028	canavanine biosynthesis	GLYMA.06G03361
6889028	canavanine biosynthesis	GLYMA.04G10100
6889028	canavanine biosynthesis	GLYMA.05G26170
6889028	canavanine biosynthesis	GLYMA.17G13790
6889028	canavanine biosynthesis	GLYMA.08G09100
6889130	tetrapyrrole biosynthesis I	GLYMA.12G02385
6889130	tetrapyrrole biosynthesis I	GLYMA.14G40101
6889130	tetrapyrrole biosynthesis I	GLYMA.06G00510
6889130	tetrapyrrole biosynthesis I	GLYMA.06G12110
6889130	tetrapyrrole biosynthesis I	GLYMA.06G04065
6889130	tetrapyrrole biosynthesis I	GLYMA.04G00420
6889130	tetrapyrrole biosynthesis I	GLYMA.04G03940
6889130	tetrapyrrole biosynthesis I	GLYMA.01G43720
6889130	tetrapyrrole biosynthesis I	GLYMA.04G42670
6889130	tetrapyrrole biosynthesis I	GLYMA.11G10040
6889130	tetrapyrrole biosynthesis I	GLYMA.11G01762
6888981	UDP-D-xylose biosynthesis	GLYMA.14G14161
6888981	UDP-D-xylose biosynthesis	GLYMA.18G50000
6888981	UDP-D-xylose biosynthesis	GLYMA.19G03500
6888981	UDP-D-xylose biosynthesis	GLYMA.05G00590
6888981	UDP-D-xylose biosynthesis	GLYMA.12G08930
6888981	UDP-D-xylose biosynthesis	GLYMA.12G30490
6888981	UDP-D-xylose biosynthesis	GLYMA.11G19550
6888981	UDP-D-xylose biosynthesis	GLYMA.17G08491
6888981	UDP-D-xylose biosynthesis	GLYMA.12G06980
6888981	UDP-D-xylose biosynthesis	GLYMA.13G06050
6888981	UDP-D-xylose biosynthesis	GLYMA.15G04500
6888981	UDP-D-xylose biosynthesis	GLYMA.02G12870
6888981	UDP-D-xylose biosynthesis	GLYMA.11G15020
6888981	UDP-D-xylose biosynthesis	GLYMA.17G05440
6888981	UDP-D-xylose biosynthesis	GLYMA.12G09350
6888981	UDP-D-xylose biosynthesis	GLYMA.11G19090
6888981	UDP-D-xylose biosynthesis	GLYMA.12G06990
6888981	UDP-D-xylose biosynthesis	GLYMA.11G15010
6888981	UDP-D-xylose biosynthesis	GLYMA.12G27175
6888981	UDP-D-xylose biosynthesis	GLYMA.08G26520
6888981	UDP-D-xylose biosynthesis	GLYMA.20G03221
6888981	UDP-D-xylose biosynthesis	GLYMA.13G40960
6888981	UDP-D-xylose biosynthesis	GLYMA.01G06970
6889082	secologanin and strictosidine biosynthesis	GLYMA.09G08170
6889082	secologanin and strictosidine biosynthesis	GLYMA.07G06500
6889082	secologanin and strictosidine biosynthesis	GLYMA.09G02530
6889082	secologanin and strictosidine biosynthesis	GLYMA.03G32510
6889082	secologanin and strictosidine biosynthesis	GLYMA.06G46550
6889082	secologanin and strictosidine biosynthesis	GLYMA.12G31680
6889082	secologanin and strictosidine biosynthesis	GLYMA.15G13430
6889082	secologanin and strictosidine biosynthesis	GLYMA.03G28590
6889082	secologanin and strictosidine biosynthesis	GLYMA.08G36350
6889082	secologanin and strictosidine biosynthesis	GLYMA.13G42020
6889082	secologanin and strictosidine biosynthesis	GLYMA.02G04800
6889082	secologanin and strictosidine biosynthesis	GLYMA.15G03370
6889082	secologanin and strictosidine biosynthesis	GLYMA.09G08161
6889082	secologanin and strictosidine biosynthesis	GLYMA.02G04810
6889082	secologanin and strictosidine biosynthesis	GLYMA.13G38740
6889082	secologanin and strictosidine biosynthesis	GLYMA.16G22650
6889082	secologanin and strictosidine biosynthesis	GLYMA.16G12090
6889002	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	GLYMA.16G08470
6889002	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	GLYMA.12G03350
6889002	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	GLYMA.01G01170
6889002	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	GLYMA.11G11160
6889124	resveratrol biosynthesis	GLYMA.19G27930
6889047	pantothenate biosynthesis III	GLYMA.18G38038
6889041	citrulline biosynthesis	GLYMA.18G02060
6889041	citrulline biosynthesis	GLYMA.19G05570
6889041	citrulline biosynthesis	GLYMA.04G03276
6889041	citrulline biosynthesis	GLYMA.19G05580
6889041	citrulline biosynthesis	GLYMA.13G07110
6889041	citrulline biosynthesis	GLYMA.17G14040
6889041	citrulline biosynthesis	GLYMA.03G03270
6889041	citrulline biosynthesis	GLYMA.18G03830
6889041	citrulline biosynthesis	GLYMA.07G16510
6889041	citrulline biosynthesis	GLYMA.01G33761
6889041	citrulline biosynthesis	GLYMA.05G32190
6889041	citrulline biosynthesis	GLYMA.02G41850
6889041	citrulline biosynthesis	GLYMA.01G33635
6889041	citrulline biosynthesis	GLYMA.08G28460
6889041	citrulline biosynthesis	GLYMA.05G27360
6889041	citrulline biosynthesis	GLYMA.06G15510
6889041	citrulline biosynthesis	GLYMA.11G38130
6889041	citrulline biosynthesis	GLYMA.01G24530
6889041	citrulline biosynthesis	GLYMA.08G10340
6889041	citrulline biosynthesis	GLYMA.14G07120
6889041	citrulline biosynthesis	GLYMA.18G51400
6889041	citrulline biosynthesis	GLYMA.18G40770
6889041	citrulline biosynthesis	GLYMA.06G03361
6889041	citrulline biosynthesis	GLYMA.04G39390
6889041	citrulline biosynthesis	GLYMA.03G12240
6889105	putrescine biosynthesis I	GLYMA.06G00990
6889105	putrescine biosynthesis I	GLYMA.04G00960
6889056	phenylalanine biosynthesis I	GLYMA.04G06450
6889056	phenylalanine biosynthesis I	GLYMA.06G35585
6889056	phenylalanine biosynthesis I	GLYMA.19G03290
6889056	phenylalanine biosynthesis I	GLYMA.12G26170
6889056	phenylalanine biosynthesis I	GLYMA.11G36190
6889056	phenylalanine biosynthesis I	GLYMA.11G19430
6889056	phenylalanine biosynthesis I	GLYMA.08G14720
6889056	phenylalanine biosynthesis I	GLYMA.17G05290
6889056	phenylalanine biosynthesis I	GLYMA.12G30660
6889056	phenylalanine biosynthesis I	GLYMA.11G15750
6889056	phenylalanine biosynthesis I	GLYMA.05G31490
6889056	phenylalanine biosynthesis I	GLYMA.17G33940
6889056	phenylalanine biosynthesis I	GLYMA.12G33350
6889056	phenylalanine biosynthesis I	GLYMA.06G06491
6889056	phenylalanine biosynthesis I	GLYMA.12G07720
6889056	phenylalanine biosynthesis I	GLYMA.08G26256
6889056	phenylalanine biosynthesis I	GLYMA.02G12603
6889056	phenylalanine biosynthesis I	GLYMA.13G05830
6889056	phenylalanine biosynthesis I	GLYMA.11G36200
6889056	phenylalanine biosynthesis I	GLYMA.01G06660
6889056	phenylalanine biosynthesis I	GLYMA.12G09050
6889056	phenylalanine biosynthesis I	GLYMA.06G35630
6889056	phenylalanine biosynthesis I	GLYMA.14G11870
6889056	phenylalanine biosynthesis I	GLYMA.13G37080
6888986	flavonoid biosynthesis	GLYMA.13G44950
6888986	flavonoid biosynthesis	GLYMA.02G05470
6888986	flavonoid biosynthesis	GLYMA.17G07190
6888986	flavonoid biosynthesis	GLYMA.06G18030
6888986	flavonoid biosynthesis	GLYMA.17G07170
6888986	flavonoid biosynthesis	GLYMA.11G20020
6888986	flavonoid biosynthesis	GLYMA.11G09710
6888986	flavonoid biosynthesis	GLYMA.12G08460
6888986	flavonoid biosynthesis	GLYMA.01G01350
6888986	flavonoid biosynthesis	GLYMA.17G07180
6888986	flavonoid biosynthesis	GLYMA.01G44270
6888986	flavonoid biosynthesis	GLYMA.15G00390
6888986	flavonoid biosynthesis	GLYMA.10G43850
6888986	flavonoid biosynthesis	GLYMA.04G36950
6888986	flavonoid biosynthesis	GLYMA.16G23880
6888986	flavonoid biosynthesis	GLYMA.13G39770
6888986	flavonoid biosynthesis	GLYMA.20G38560
6888986	flavonoid biosynthesis	GLYMA.19G27930
6888986	flavonoid biosynthesis	GLYMA.14G39840
6888986	flavonoid biosynthesis	GLYMA.01G37120
6888986	flavonoid biosynthesis	GLYMA.09G34431
6888986	flavonoid biosynthesis	GLYMA.13G01080
6888986	flavonoid biosynthesis	GLYMA.11G01240
6888986	flavonoid biosynthesis	GLYMA.02G05450
6888986	flavonoid biosynthesis	GLYMA.20G38570
6888986	flavonoid biosynthesis	GLYMA.20G38580
6888999	GA12 biosynthesis	GLYMA.15G00450
6888999	GA12 biosynthesis	GLYMA.15G14330
6888999	GA12 biosynthesis	GLYMA.09G03400
6888999	GA12 biosynthesis	GLYMA.13G44870
6888962	TCA cycle (plant)	GLYMA.06G34190
6888962	TCA cycle (plant)	GLYMA.01G36750
6888962	TCA cycle (plant)	GLYMA.02G10470
6888962	TCA cycle (plant)	GLYMA.07G36040
6888962	TCA cycle (plant)	GLYMA.18G52430
6888962	TCA cycle (plant)	GLYMA.01G38200
6888962	TCA cycle (plant)	GLYMA.16G22640
6888962	TCA cycle (plant)	GLYMA.10G04480
6888962	TCA cycle (plant)	GLYMA.10G06590
6888962	TCA cycle (plant)	GLYMA.20G23200
6888962	TCA cycle (plant)	GLYMA.17G04210
6888962	TCA cycle (plant)	GLYMA.10G02040
6888962	TCA cycle (plant)	GLYMA.08G16770
6888962	TCA cycle (plant)	GLYMA.11G08920
6888962	TCA cycle (plant)	GLYMA.02G01920
6888962	TCA cycle (plant)	GLYMA.16G33870
6888962	TCA cycle (plant)	GLYMA.15G42301
6888962	TCA cycle (plant)	GLYMA.13G20790
6888962	TCA cycle (plant)	GLYMA.02G46200
6888962	TCA cycle (plant)	GLYMA.02G04780
6888962	TCA cycle (plant)	GLYMA.11G07250
6888962	TCA cycle (plant)	GLYMA.12G19520
6888962	TCA cycle (plant)	GLYMA.14G00500
6888962	TCA cycle (plant)	GLYMA.11G08550
6888962	TCA cycle (plant)	GLYMA.14G02530
6888962	TCA cycle (plant)	GLYMA.09G29460
6888962	TCA cycle (plant)	GLYMA.02G06400
6888962	TCA cycle (plant)	GLYMA.13G18730
6888962	TCA cycle (plant)	GLYMA.02G01930
6888985	pantothenate biosynthesis II	GLYMA.11G04870
6888985	pantothenate biosynthesis II	GLYMA.08G06773
6888985	pantothenate biosynthesis II	GLYMA.07G06950
6888985	pantothenate biosynthesis II	GLYMA.08G06766
6888985	pantothenate biosynthesis II	GLYMA.07G30500
6888985	pantothenate biosynthesis II	GLYMA.06G05280
6888985	pantothenate biosynthesis II	GLYMA.01G40420
6888985	pantothenate biosynthesis II	GLYMA.08G06751
6888985	pantothenate biosynthesis II	GLYMA.07G30510
6888985	pantothenate biosynthesis II	GLYMA.09G39030
6888985	pantothenate biosynthesis II	GLYMA.04G05190
6888985	pantothenate biosynthesis II	GLYMA.18G38038
6888985	pantothenate biosynthesis II	GLYMA.18G47310
6889123	coumarin biosynthesis (via 2-coumarate)	GLYMA.09G30910
6889123	coumarin biosynthesis (via 2-coumarate)	GLYMA.07G11310
6889057	glutathione redox reactions II	GLYMA.16G27210
6889057	glutathione redox reactions II	GLYMA.02G16010
6889057	glutathione redox reactions II	GLYMA.10G03740
6889057	glutathione redox reactions II	GLYMA.02G08180
6889067	cysteine biosynthesis I	GLYMA.16G22630
6889067	cysteine biosynthesis I	GLYMA.02G04770
6889067	cysteine biosynthesis I	GLYMA.01G36460
6889067	cysteine biosynthesis I	GLYMA.16G03080
6889067	cysteine biosynthesis I	GLYMA.07G06480
6889067	cysteine biosynthesis I	GLYMA.03G40490
6889067	cysteine biosynthesis I	GLYMA.02G15640
6889067	cysteine biosynthesis I	GLYMA.19G43150
6889067	cysteine biosynthesis I	GLYMA.10G39320
6889067	cysteine biosynthesis I	GLYMA.20G28631
6889067	cysteine biosynthesis I	GLYMA.11G00810
6889067	cysteine biosynthesis I	GLYMA.11G08931
6889067	cysteine biosynthesis I	GLYMA.07G32790
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.05G34900
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.06G10130
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.07G13320
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.08G04815
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.04G03276
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.20G28700
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.17G13790
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.20G01220
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.06G07870
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.04G07790
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.05G03190
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.10G40140
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.05G03210
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.07G29630
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.06G03361
6888990	arginine biosynthesis II (acetyl cycle)	GLYMA.04G10100
6889103	medicarpin biosynthesis	GLYMA.01G37810
6889103	medicarpin biosynthesis	GLYMA.11G07490
6889103	medicarpin biosynthesis	GLYMA.11G07516
6889103	medicarpin biosynthesis	GLYMA.11G07510
6889103	medicarpin biosynthesis	GLYMA.01G37820
6889103	medicarpin biosynthesis	GLYMA.11G07496
6889103	medicarpin biosynthesis	GLYMA.1454S00200
6889103	medicarpin biosynthesis	GLYMA.01G37850
6889103	medicarpin biosynthesis	GLYMA.01G37840
6889022	stachyose biosynthesis	GLYMA.19G40680
6889022	stachyose biosynthesis	GLYMA.20G22700
6889022	stachyose biosynthesis	GLYMA.03G38080
6889022	stachyose biosynthesis	GLYMA.03G29440
6889022	stachyose biosynthesis	GLYMA.03G38910
6889022	stachyose biosynthesis	GLYMA.19G41550
6889022	stachyose biosynthesis	GLYMA.10G28610
6889051	wighteone and luteone biosynthesis	GLYMA.09G01820
6889051	wighteone and luteone biosynthesis	GLYMA.20G11177
6889051	wighteone and luteone biosynthesis	GLYMA.15G12780
6889019	chorismate biosynthesis	GLYMA.17G16110
6889019	chorismate biosynthesis	GLYMA.10G35560
6889019	chorismate biosynthesis	GLYMA.14G36410
6889019	chorismate biosynthesis	GLYMA.08G14980
6889019	chorismate biosynthesis	GLYMA.11G04240
6889019	chorismate biosynthesis	GLYMA.05G05780
6889019	chorismate biosynthesis	GLYMA.05G31730
6889019	chorismate biosynthesis	GLYMA.01G01890
6889019	chorismate biosynthesis	GLYMA.06G10670
6889019	chorismate biosynthesis	GLYMA.14G35370
6889019	chorismate biosynthesis	GLYMA.15G06020
6889019	chorismate biosynthesis	GLYMA.20G31980
6889019	chorismate biosynthesis	GLYMA.11G08350
6889019	chorismate biosynthesis	GLYMA.20G37400
6889019	chorismate biosynthesis	GLYMA.01G20760
6889019	chorismate biosynthesis	GLYMA.01G33660
6889019	chorismate biosynthesis	GLYMA.03G03190
6889019	chorismate biosynthesis	GLYMA.04G39700
6889019	chorismate biosynthesis	GLYMA.16G27060
6889019	chorismate biosynthesis	GLYMA.01G41180
6889019	chorismate biosynthesis	GLYMA.06G15160
6889019	chorismate biosynthesis	GLYMA.0022S00200
6889019	chorismate biosynthesis	GLYMA.02G37080
6889019	chorismate biosynthesis	GLYMA.01G36890
6889019	chorismate biosynthesis	GLYMA.02G08050
6889019	chorismate biosynthesis	GLYMA.10G29970
6888972	folate polyglutamylation I	GLYMA.14G07100
6888972	folate polyglutamylation I	GLYMA.08G37270
6888972	folate polyglutamylation I	GLYMA.18G27710
6888972	folate polyglutamylation I	GLYMA.16G26210
6888972	folate polyglutamylation I	GLYMA.02G07250
6888972	folate polyglutamylation I	GLYMA.08G20050
6888972	folate polyglutamylation I	GLYMA.12G29171
6888972	folate polyglutamylation I	GLYMA.05G37740
6888972	folate polyglutamylation I	GLYMA.06G11300
6888972	folate polyglutamylation I	GLYMA.04G43360
6888972	folate polyglutamylation I	GLYMA.08G01850
6888972	folate polyglutamylation I	GLYMA.05G28490
6888972	folate polyglutamylation I	GLYMA.02G41870
6888972	folate polyglutamylation I	GLYMA.10G13840
6888972	folate polyglutamylation I	GLYMA.18G03820
6888972	folate polyglutamylation I	GLYMA.20G38740
6888972	folate polyglutamylation I	GLYMA.09G33480
6888972	folate polyglutamylation I	GLYMA.10G44010
6888972	folate polyglutamylation I	GLYMA.08G11490
6888984	pantothenate biosynthesis I	GLYMA.11G04870
6888984	pantothenate biosynthesis I	GLYMA.08G06773
6888984	pantothenate biosynthesis I	GLYMA.07G06950
6888984	pantothenate biosynthesis I	GLYMA.08G06766
6888984	pantothenate biosynthesis I	GLYMA.07G30500
6888984	pantothenate biosynthesis I	GLYMA.06G05280
6888984	pantothenate biosynthesis I	GLYMA.01G40420
6888984	pantothenate biosynthesis I	GLYMA.08G06751
6888984	pantothenate biosynthesis I	GLYMA.07G30510
6888984	pantothenate biosynthesis I	GLYMA.09G39030
6888984	pantothenate biosynthesis I	GLYMA.04G05190
6888984	pantothenate biosynthesis I	GLYMA.18G38038
6888984	pantothenate biosynthesis I	GLYMA.18G47310
6888992	phenylpropanoid biosynthesis	GLYMA.11G09710
6888992	phenylpropanoid biosynthesis	GLYMA.13G33830
6888992	phenylpropanoid biosynthesis	GLYMA.12G08460
6888992	phenylpropanoid biosynthesis	GLYMA.02G11530
6888992	phenylpropanoid biosynthesis	GLYMA.01G01350
6888992	phenylpropanoid biosynthesis	GLYMA.09G31820
6888992	phenylpropanoid biosynthesis	GLYMA.03G27740
6888992	phenylpropanoid biosynthesis	GLYMA.11G05800
6888992	phenylpropanoid biosynthesis	GLYMA.10G40870
6888992	phenylpropanoid biosynthesis	GLYMA.08G14880
6888992	phenylpropanoid biosynthesis	GLYMA.13G44700
6888992	phenylpropanoid biosynthesis	GLYMA.19G30600
6888992	phenylpropanoid biosynthesis	GLYMA.07G02690
6888992	phenylpropanoid biosynthesis	GLYMA.07G09900
6888992	phenylpropanoid biosynthesis	GLYMA.07G09970
6888992	phenylpropanoid biosynthesis	GLYMA.09G31840
6888992	phenylpropanoid biosynthesis	GLYMA.14G39840
6888992	phenylpropanoid biosynthesis	GLYMA.08G14890
6888992	phenylpropanoid biosynthesis	GLYMA.08G23310
6888992	phenylpropanoid biosynthesis	GLYMA.20G26440
6888992	phenylpropanoid biosynthesis	GLYMA.15G00490
6888992	phenylpropanoid biosynthesis	GLYMA.13G44950
6888992	phenylpropanoid biosynthesis	GLYMA.17G07190
6888992	phenylpropanoid biosynthesis	GLYMA.09G31810
6888992	phenylpropanoid biosynthesis	GLYMA.06G18030
6888992	phenylpropanoid biosynthesis	GLYMA.17G07170
6888992	phenylpropanoid biosynthesis	GLYMA.11G20020
6888992	phenylpropanoid biosynthesis	GLYMA.05G35200
6888992	phenylpropanoid biosynthesis	GLYMA.17G07180
6888992	phenylpropanoid biosynthesis	GLYMA.16G24341
6888992	phenylpropanoid biosynthesis	GLYMA.09G31850
6888992	phenylpropanoid biosynthesis	GLYMA.13G44830
6888992	phenylpropanoid biosynthesis	GLYMA.19G02150
6888992	phenylpropanoid biosynthesis	GLYMA.01G44270
6888992	phenylpropanoid biosynthesis	GLYMA.15G00390
6888992	phenylpropanoid biosynthesis	GLYMA.01G37430
6888992	phenylpropanoid biosynthesis	GLYMA.07G33780
6888992	phenylpropanoid biosynthesis	GLYMA.15G00600
6888992	phenylpropanoid biosynthesis	GLYMA.17G18800
6888992	phenylpropanoid biosynthesis	GLYMA.01G39460
6888992	phenylpropanoid biosynthesis	GLYMA.07G02460
6888992	phenylpropanoid biosynthesis	GLYMA.05G31650
6888992	phenylpropanoid biosynthesis	GLYMA.04G36950
6888992	phenylpropanoid biosynthesis	GLYMA.13G39770
6888992	phenylpropanoid biosynthesis	GLYMA.08G23560
6888992	phenylpropanoid biosynthesis	GLYMA.09G34431
6888992	phenylpropanoid biosynthesis	GLYMA.13G01080
